"Row.names","baseMean","log2FoldChange","pvalue","padj","I10","I2","I4","I5","I6","I7","I8","I9","IC10","IC2","IC4","IC5","IC6","IC7","IC8","IC9"
"ENSG00000013725.14_CD6",6.43528265735293,1.56621891348594,0.0169835313667388,0.999959578494798,16.1238219668566,3.46396750925449,2.09943732759494,22.2287391881982,1.93893340396083,10.65791314485,7.22703652068238,13.4642923317743,4.180182985248,3.48075528807017,1.80259622619251,3.39001460770742,0.962412310568335,7.45970679622168,0,4.48471291046707
"ENSG00000103245.13_NARFL",1044.30612001116,0.193759623640712,0.0453487599507082,0.999959578494798,1207.13680458533,1073.82992786889,946.846234745319,1088.1497088318,1035.39043771508,1165.5881375686,1105.7365876644,1291.53634905558,1082.66739317923,955.81540210407,892.28513196529,828.293569149847,1034.59323386096,990.649062538239,842.112226169321,1168.26771317667
"ENSG00000103888.15_CEMIP",100.555675170581,1.10531763036422,0.00452175817972411,0.999959578494798,155.86361234628,386.809705200085,156.408080905823,94.2075137023636,87.2520031782375,44.5694549693729,118.729885696925,54.8928841218491,71.063110749216,94.6765438355087,50.4726943333901,51.9802239848471,86.6171079511501,28.3468858256424,65.3362934096887,61.6648025189222
"ENSG00000105672.14_ETV2",13.3579421679864,-0.891668926343562,0.0166309593319003,0.999959578494798,5.37460732228553,10.3919025277635,8.39774931037977,11.6436252890562,13.5725338277258,8.7201107548773,7.22703652068238,9.32143315276682,10.45045746312,18.0999274979649,20.7298566012138,31.6401363386026,23.09789545364,11.9355308739547,5.18542011188005,17.9388516418683
"ENSG00000107518.16_ATRNL1",2.54479275699055,-2.19418886130389,0.019505530804813,0.999959578494798,4.29968585782842,0,0,0,0.969466701980417,1.93780238997273,0,0,8.360365970496,2.0884531728421,1.80259622619251,2.26000973847161,3.84964924227334,2.98388271848867,2.07416804475202,10.0906040485509
"ENSG00000114270.15_COL7A1",3031.08442453243,0.361589145194699,0.0357531613233581,0.999959578494798,2554.01339955008,4005.50109653461,5280.08487890128,3128.95966858637,3447.42359224236,2693.5453220621,3339.92330634393,2823.3585304936,2486.16383047625,3272.60612184358,3100.46550905111,1687.09726976906,2715.92754042384,2316.23896022683,2767.97725572157,2878.06451029224
"ENSG00000116783.14_TNNI3K",3.96401232982853,-2.50226354404252,0.00541215208016761,0.999959578494798,3.22476439337132,0,2.09943732759494,3.17553416974259,0,0,1.03243378866891,0,0,2.0884531728421,7.21038490477002,5.65002434617904,7.69929848454668,4.47582407773301,15.5562603356402,11.2117822761677
"ENSG00000118160.13_SLC8A2",2.70533931903713,-2.53719745955678,0.0142194760807831,0.999959578494798,0,2.30931167283633,3.14915599139241,0,0,0,1.03243378866891,0,0,2.78460423045614,5.40778867857752,6.78002921541484,0.962412310568335,11.1895601943325,5.18542011188005,4.48471291046707
"ENSG00000121075.9_TBX4",2.2683081656942,3.00936118890558,0.0268386043202259,0.999959578494798,5.37460732228553,1.15465583641816,0,9.52660250922778,8.72520031782375,0,1.03243378866891,6.21428876851122,3.135137238936,0,0,1.13000486923581,0,0,0,0
"ENSG00000121101.15_TEX14",3.74985455726002,2.99046016461179,0.0292236265738005,0.999959578494798,33.3225653981703,2.30931167283633,2.09943732759494,2.1170227798284,2.90840010594125,5.8134071699182,5.16216894334456,0,0,6.26535951852631,0,0,0,0,0,0
"ENSG00000125962.14_ARMCX5",426.406173460586,0.224718369611658,0.0318441493795161,0.999959578494798,461.141308252098,469.944925422192,465.02536806228,561.011036654525,478.916550778326,355.586738559996,393.357273482855,491.964527507138,403.387658076432,449.017432161052,338.888090524191,398.89171884024,388.814573469607,359.557867577885,417.944861017532,389.048844983018
"ENSG00000130943.6_PKDREJ",2.49638420342734,3.3299370616041,0.0170004487028099,0.999959578494798,3.22476439337132,0,0,17.9946936285414,0,4.84450597493183,9.29190409802021,1.03571479475187,0,1.39230211522807,0,0,0,0,1.03708402237601,1.12117822761677
"ENSG00000131471.6_AOC3",2.28287614260751,-4.1830482023383,0.00477765389152008,0.999959578494798,0,0,1.04971866379747,0,0,0,0,0,0,20.884531728421,3.60519245238501,2.26000973847161,0.962412310568335,0,1.03708402237601,6.72706936570061
"ENSG00000131480.8_AOC2",14.7969109692048,-1.02709292964353,0.0169184524662922,0.999959578494798,3.22476439337132,17.3198375462724,9.44746797417724,15.877670848713,7.75573361584333,4.84450597493183,6.19460273201347,13.4642923317743,12.540548955744,32.7190997078596,17.1246641488288,31.6401363386026,19.2482462113667,5.96776543697734,25.9271005594003,13.4541387314012
