"Row.names","baseMean","log2FoldChange","pvalue","padj","M10","M2","M4","M5","M6","M7","M8","M9","MC10","MC2","MC4","MC5","MC6","MC7","MC8","MC9"
"ENSG00000003137.8_CYP26B1",26.3007876330512,-1.77582160767472,0.000346773384295951,0.0141805893516178,6.05070779636308,20.6455357589366,15.0519853495244,17.6154424309192,3.00616127464918,22.1374351361041,5.63586568922736,4.69982629135424,47.2836758582207,80.8942312942138,50.6106311842478,6.47222210367607,22.6553387571259,24.9247929518218,36.849835413701,56.2789148387342
"ENSG00000003393.14_ALS2",827.895240314892,-0.440614845881335,0.000929225520227936,0.028519168873465,643.391929013274,857.936708204698,780.696306795334,797.330552136345,520.065900514307,670.579805997821,733.789712737402,615.677244167406,921.528661407024,1085.68573579076,1049.62048151679,1185.49534865667,927.962675491877,888.568868732448,772.793691247329,795.200222628781
"ENSG00000004660.14_CAMKK1",80.811407633145,-1.02608377557801,0.000380691671134401,0.01526657732005,45.3803084727231,35.5562004737241,86.2980493372734,42.6479132538045,46.094472877954,71.0242710616675,46.2140986516643,52.8730457777352,160.965705049262,93.6670046564581,83.617564565279,46.3842584096785,69.7784433719478,185.066587667277,124.236587966192,103.178010537679
"ENSG00000006459.10_KDM7A",90.9372183098965,-0.963604278776407,0.000360329810242822,0.0146189558642664,46.3887597721169,88.3170140798954,48.1663531184782,107.546911683507,43.0883116033048,46.1196565335503,72.1390808221102,41.1234800493496,82.4949238377467,116.657996708498,143.030044651135,207.111107317634,82.4654330759383,119.639006168745,121.078030645017,89.6293828913174
"ENSG00000008324.10_SS18L2",502.357505689466,-1.00147651419248,1.11003527905554e-06,0.000142181130454448,349.932600889665,275.273810119154,215.745123343184,284.628464541695,251.515493312314,323.759988865523,367.458442937624,609.802461303213,630.784356661795,574.774801300993,610.628267549077,715.180542456206,729.501907979454,519.681933045485,629.605759354091,949.446137371978
"ENSG00000008952.16_SEC62",1311.60986366272,0.466133377357857,0.00189689976554551,0.047233780268309,1526.79526728228,1520.88780090833,1643.67680016807,1300.76135424104,1598.27574435514,1142.84508890138,1284.97737714384,2154.87035458592,937.62523191195,1124.85557410165,1331.27964636826,1016.13887027714,1280.47974655276,848.689200009533,982.311326885228,1291.28843491096
"ENSG00000010072.15_SPRTN",719.948201215047,0.399121052901511,0.0001752676056805,0.00850956465439405,748.270864150234,703.095190012673,818.828003014129,916.930134956797,832.706673077822,831.998603865248,679.685402120819,1017.51239207819,638.832641914258,544.120145231607,689.844907663552,673.111098782311,567.289682478433,574.516477539493,669.614152088966,612.814850466216
"ENSG00000010270.13_STARD3NL",1505.75848446272,0.396244357726259,0.000267153306834747,0.011823977302805,1899.92224805801,1691.78695802397,1489.14308391295,1464.86310741328,1595.2695830805,1710.11686426405,1649.05430066792,2190.11905177108,1305.83428221214,1186.16488624042,1310.37525522694,1249.13886600948,1120.98616170259,1313.53658856101,1313.95984560854,1601.86466865064
"ENSG00000012211.12_PRICKLE3",403.682625800691,-0.548872816593949,0.00112442420641745,0.0327119563217676,253.121276147855,285.596577998623,405.400138747191,299.462521325627,392.805073220826,320.070416342839,357.313884697014,309.013578656541,276.659805553419,533.050408317662,498.404694053571,395.884252008186,584.507739933849,500.988338331619,439.039467643237,607.603839833
"ENSG00000012983.11_MAP4K5",1406.98728011341,-0.959141820652927,4.42400911304359e-12,2.14077800980179e-09,873.318825275071,729.475596815759,1013.50034686798,861.302422017052,1073.19957504976,783.111767939684,984.022149339097,1328.87588388041,1786.71932604681,2056.41651132133,2200.46222540208,1792.80552271827,2118.72728056642,1489.87949869515,1699.30383879181,1720.67571108796
"ENSG00000015171.18_ZMYND11",898.451421043962,-1.27651419106455,2.40279262054896e-14,1.93785224847274e-11,393.2960067636,481.72916770852,626.162590540217,397.738147519177,488.000180251383,598.633141805483,702.228864877729,513.456022330451,1252.51439241457,1001.38543159995,1363.18634863659,964.361093447734,1162.6719850157,1782.12269605526,1496.10331779626,1151.63334994076
"ENSG00000018510.12_AGPS",1606.64644382568,-0.471012417356028,0.000746761163347113,0.0240905151295779,1276.69934503261,1517.44687828184,918.171106320991,1468.57162160927,1419.91017539263,1664.91960086117,1254.54370242201,1253.67866321874,2034.20409756005,2421.71782948152,1534.82240221795,1792.80552271827,1858.64399163461,1919.20905729028,1905.66291710854,1465.33619006037
